name,title,start,Complete,Duration,cost,variance,planned,actual,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
Office of Personnel Management,Consolidated Business Information System (CBIS),2011,2011,282,0.865,0,0.864693,0.864693,,,,,,,,,
Office of Personnel Management,Consolidated Business Information System (CBIS),2009,2011,1084,13.4,0,13.308513,13.308513,,,,,,,,,
Office of Personnel Management,Human Resources Line of Business (HR LOB),2005,2017,4585,60.662272,0,13.19327,13.193201,,,,,,,,,
Office of Personnel Management,Health Claims Data Warehouse and Analysis (HCDW),2010,2016,2265,36317.23512,0,8.854791,8.854447,,,,,,,,,
Office of Personnel Management,EHRI electronic Official Personnel Folder (eOPF),2004,2016,4646,557.27,7.01,44.12332,41.029145,,,,,,,,,
Office of Personnel Management,EPIC Transformation,2008,2011,1358,322.78,11.17,45.359,40.293,,,,,,,,,
Office of Personnel Management,EPIC Transformation,2011,2012,628,22.2935,0,22.2934,22.2934,,,,,,,,,
Office of Personnel Management,EPIC Transformation,2011,2012,628,4.084,0,4.084,4.084,,,,,,,,,
Office of Personnel Management,EPIC Operations and Maintenance (O &amp; M),2012,2012,267,10.282,0,10.282,10.282,,,,,,,,,
Office of Personnel Management,EPIC Operations and Maintenance (O &amp; M),2008,2011,1358,101.548,5.83,48.562,45.729,,,,,,,,,
Office of Personnel Management,USAJOBS,2010,2016,2454,84,2.03,11.556,11.321564,,,,,,,,,
Office of Personnel Management,Enterprise Infrastructure Operations (EIO),2011,2013,966,1.22,0,1.22,1.22,,,,,,,,,
Office of Personnel Management,Enterprise Infrastructure Operations (EIO),2011,2013,1086,0.706,0,0.706,0.706,,,,,,,,,
Office of Personnel Management,Enterprise Infrastructure Operations (EIO),2010,2011,627,48.3,14.62,45.01,38.429175,,,,,,,,,
Office of Personnel Management,USA Staffing System,2011,2012,386,2.984,9.97,2.984,2.686489,,,,,,,,,
Office of Personnel Management,USA Staffing System,2012,2012,-34,600,0,0.6,0.6,,,,,,,,,
Office of Personnel Management,USA Staffing System,2010,2011,627,11.364,-3.62,11.364,11.775,,,,,,,,,
Office of Personnel Management,USA Staffing System,2012,2012,237,3.05,0,3.05,3.05,,,,,,,,,
Office of Personnel Management,USA Staffing System,2011,2011,43,0.01,2,0.01,0.0098,,,,,,,,,
Office of Personnel Management,USA Staffing System,2012,2012,43,0.01,2.07,0.01,0.009793,,,,,,,,,
Office of Personnel Management,USA Staffing System,2012,2012,44,0.01,0.92,0.01,0.009908,,,,,,,,,
Office of Personnel Management,USA Staffing System,2012,2012,45,0.01,0,0.01,0.01,,,,,,,,,
Office of Personnel Management,USA Staffing System,2012,2012,87,0.025,-3.36,0.025,0.02584,,,,,,,,,
Office of Personnel Management,USA Staffing System,2012,2012,116,0.015,-9.95,0.015,0.016493,,,,,,,,,
Office of Personnel Management,USA Staffing System,2011,2012,420,0.651,3.77,0.651,0.62643,,,,,,,,,
Small Business Administration,OCA: Loan Accounting System (LAS),2010,2011,229,0.034,0,0.034,0.034,,,,,,,,,
Small Business Administration,OCA: Loan Accounting System (LAS),2012,2013,538,1.2237,0,1.2237,1.2237,,,,,,,,,
Small Business Administration,OCA: Loan Accounting System (LAS),2012,2013,570,3.6407,0,3.6407,3.6407,,,,,,,,,
Small Business Administration,OCA: Loan Accounting System (LAS),2010,2012,608,1.6193,-1.01,1.6192,1.6355,,,,,,,,,
Small Business Administration,OCA: Loan Accounting System (LAS),2011,2012,602,0.7257,2.69,0.7257,0.7062,,,,,,,,,
Small Business Administration,OCA: Loan Accounting System (LAS),2010,2013,1094,3.0526,0,3.0526,3.0526,,,,,,,,,
Small Business Administration,OCA: Loan Accounting System (LAS),2010,2018,2923,5.534,-0.23,3.9842,3.9932,,,,,,,,,
Small Business Administration,OCA: Loan Accounting System (LAS),2010,2011,350,0.388,0,0.0776,0.0776,,,,,,,,,
Small Business Administration,OCPL: Business Gateway,2010,2011,627,1.25,0,1.25,1.25,,,,,,,,,
Small Business Administration,OCPL: Business Gateway,2011,2012,470,5.696,-0.74,5.6958,5.7382,,,,,,,,,
Small Business Administration,OCIO: Identity and Access Management and Homeland Security Presidential Directive-12 (HSPD-12),2010,2011,399,1.3,8.99,1.2286,1.1182,,,,,,,,,
Small Business Administration,OCIO: Identity and Access Management and Homeland Security Presidential Directive-12 (HSPD-12),2011,2012,567,0.37,0,0.15,0.15,,,,,,,,,
Small Business Administration,OII: Small Business Innovative Research (SBIR),2010,2011,451,2.25,6.12,1.4138,1.3273,,,,,,,,,
Small Business Administration,OII: Small Business Investment Company (SBIC),2010,2012,980,1.5,-6.39,1.0869,1.1563,,,,,,,,,
Small Business Administration,GCBD: GCBD Consolidated IT Investments,2011,2013,920,1.615,48.56,1.6054,0.8258,,,,,,,,,
Small Business Administration,GCBD: GCBD Consolidated IT Investments,2011,2013,644,1.6,0,1.6,1.6,,,,,,,,,
Small Business Administration,OCIO: IT Infrastructure,2010,2012,822,8.028,0,8.028,8.028,,,,,,,,,
Small Business Administration,OCIO: IT Infrastructure,2010,2018,2936,53.1308,0,12.2758,12.2758,,,,,,,,,
Small Business Administration,OCIO: IT Infrastructure,2010,2018,3095,3.2197,0,3.0034,3.0033,,,,,,,,,
Small Business Administration,OCIO: IT Infrastructure,2011,2012,363,0.38,-3.53,0.38,0.3934,,,,,,,,,
Small Business Administration,OCIO: IT Infrastructure,2011,2012,371,0.3,0,0.1162,0.1162,,,,,,,,,
Small Business Administration,OCIO: IT Infrastructure,2011,2014,1241,15.1,0,0.2625,0.2625,,,,,,,,,
Small Business Administration,OCIO: IT Infrastructure,2011,2013,934,3.4,0,0.5449,0.5449,,,,,,,,,
Small Business Administration,OCIO: IT Infrastructure,2011,2012,567,0.5,0,0.5,0.5,,,,,,,,,
Small Business Administration,OCIO: IT Infrastructure,2012,2017,1932,75,0,8.0375,8.0375,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2011,2015,1684,30.49,0,2.97375,2.97375,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2011,2014,1251,47.256105,0,0.177984,0.177984,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2012,929,67.026,0,9.05,9.05,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2011,723,3.582984,0,1.702803,1.702803,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2009,2016,2634,114.572699,0.25,13.163177,13.130645,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2015,1848,15.665358,0,3.933,3.933,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2015,2091,93.055742,0,21.932999,21.932999,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2015,2087,11.356,0,3.649,3.649,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2013,760,24.634,0,3.108,3.108,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2015,2088,6.65958,-71.61,1.05,1.801909,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2015,2008,28.349266,0,7.858,7.858,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2012,2014,970,11.996822,0,0.6,0.6,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2013,937,39.876,0,5,5,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2012,2015,1365,7,0,0.235417,0.235417,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2017,2820,72.495616,0,4.093279,4.093279,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2015,2092,14.268218,1.84,2.671332,2.622249,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2011,2015,1580,20.68,0,5.045811,5.045811,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2008,2015,2822,9.778918,12.27,2.871334,2.519,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2016,2455,56.631558,-388.3,4.085577,19.949901,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2011,2013,757,20.726,0,1.8,1.8,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2010,2014,1723,8.431318,0,3.2,3.2,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2009,2014,2088,9.546318,0,7.315,7.315,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2011,2014,1068,43.717105,10,43.204,38.8836,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2011,2013,754,60.51,0,6.5296,6.5296,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2011,2013,934,3.825,0,1.834856,1.834856,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century-One Vet,2012,2015,1030,11.5,0,0.125,0.125,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century TeleHealth,2011,2014,1044,38.67,-25.92,2.099,2.64304,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century TeleHealth,2010,2017,2818,62.629,0,7.997,7.997,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century TeleHealth,2009,2012,1137,1.937422,49.28,0.184,0.093317,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century TeleHealth,2008,2013,1827,6.628798,0,2.021162,2.021162,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century TeleHealth,2011,2012,493,1.8,0,0.289181,0.289181,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century TeleHealth,2011,2014,1110,7.378058,-42.11,2.440494,3.468074,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century TeleHealth,2012,2013,428,3.3,0,0.33,0.33,,,,,,,,,
Department of Veterans Affairs,Benefits 21st Century Education,2010,2012,763,1.958668,0,0.91483,0.91483,,,,,,,,,
Department of Veterans Affairs,Benefits 21st Century Education,2010,2013,908,8.4308,0,1.358783,1.358783,,,,,,,,,
Department of Veterans Affairs,Benefits 21st Century Education,2011,2011,154,23.178888,3.09,20.860999,20.215944,,,,,,,,,
Department of Veterans Affairs,Benefits 21st Century Education,2011,2013,748,151.4,0,70.948,70.948,,,,,,,,,
Department of Veterans Affairs,Benefits 21st Century Education,2012,2012,182,2,1.56,0.12,0.118128,,,,,,,,,
Department of Veterans Affairs,Benefits 21st Century Paperless Delivery of Veterans Benefits,2010,2012,452,71.293646,0,45.858336,45.858336,,,,,,,,,
Department of Veterans Affairs,Benefits 21st Century Paperless Delivery of Veterans Benefits,2012,2013,263,82.62749,0,82.62749,82.62749,,,,,,,,,
Department of Veterans Affairs,Benefits 21st Century Paperless Delivery of Veterans Benefits,2011,2012,563,52.195877,0,52.195877,52.195877,,,,,,,,,
Department of Veterans Affairs,Benefits 21st Century Paperless Delivery of Veterans Benefits,2012,2013,580,9.853875,0,0.4764,0.4764,,,,,,,,,
Department of Veterans Affairs,Benefits 21st Century Paperless Delivery of Veterans Benefits,2011,2012,236,12,28.12,12,8.625576,,,,,,,,,
Department of Veterans Affairs,Benefits Legacy,2010,2012,877,43.752,0,0.427537,0.427537,,,,,,,,,
Department of Veterans Affairs,Benefits Legacy,2009,2013,1664,13.93,0,1.659,1.659,,,,,,,,,
Department of Veterans Affairs,Benefits Legacy,2011,2012,644,0.5,0,0.15,0.15,,,,,,,,,
Department of Veterans Affairs,Benefits Legacy,2010,2013,888,5.79022,-22.4,3.877357,4.74577,,,,,,,,,
Department of Veterans Affairs,Benefits Legacy VETSNET,2011,2012,285,10.442333,38.4,8.91402,5.49115,,,,,,,,,
Department of Veterans Affairs,Benefits Legacy VETSNET,2011,2012,395,10.442333,0,1.044233,1.044233,,,,,,,,,
Department of Veterans Affairs,Benefits Legacy VETSNET,2012,2013,362,22.701,21.4,2.2701,1.7843,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2012,518,13.63564,1.3,13.028134,12.858793,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2017,2457,76.3,0,1.744313,1.744313,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2012,428,22.981917,0,2.552,2.552,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2012,393,0.54,0,0.249,0.249,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2012,365,0.175,0,0.15,0.15,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2013,811,3.249673,-6.96,1.003416,1.07326,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2010,2012,689,2.6,0,2.6,2.6,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2012,554,6.249673,0,1.89481,1.89481,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2012,389,2.7,0,2.7,2.7,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2014,894,18.051,0,0.431166,0.431166,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2009,2013,1274,34.125,20.92,9.181281,7.260858,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2013,864,25.825736,0,5.361704,5.361704,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2013,622,7.563,0,1.2,1.2,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2010,2016,1934,11.5,0,1.52,1.52,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2010,2015,1846,16.148671,0,1.702256,1.702256,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2010,2012,1007,38.603,0,1.688296,1.688296,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2013,688,0.1459,0,0.118,0.118,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2010,2012,993,3.626,0,2.243,2.243,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2012,2013,509,5.679,0,0.502507,0.502507,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2012,387,0.31,0,0.249,0.249,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2009,2012,1112,4.67096,0,0.59032,0.59032,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century Core,2011,2013,794,5.754363,0,1.810969,1.810989,,,,,,,,,
Department of Veterans Affairs,Corporate 21st Century SAM,2011,2011,289,23.664,76.87,4,0.925359,,,,,,,,,
Department of Veterans Affairs,Enterprise IT Support,2011,2012,394,5.937,-3.97,3.88345,4.037686,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Core,2012,2014,1063,27.08,0,1.668,1.668,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Core,2012,2012,214,86.697339,0,86.697339,86.697339,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Enrollment Systems Redesign,2011,2015,1729,8.923,2.93,2.576605,2.501089,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century PIV,2011,2012,567,4.035,0,0.3,0.3,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century PIV,2011,2012,567,11.263,0,0.3,0.3,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century PIV,2009,2011,893,21.258,18.44,0.670669,0.547013,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2010,2017,2751,51.128,5.25,2.332,2.20957,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2008,2012,1817,40.710699,-1.32,26.043431,26.387298,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2004,2017,4971,89.512,0,4.005,4.005,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2010,2012,804,7.684208,-5.05,6.281751,6.598981,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2011,2015,1428,55,0,7.399836,7.399836,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2011,2012,676,9.413399,-3.39,9.203586,9.515596,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2011,2012,364,3.506,0,2.96,2.96,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2010,2012,730,0.63725,0.57,0.55,0.546875,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2011,2012,165,0.918,-5,0.2,0.21,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2012,2017,2063,66.601,0,3.12,3.12,,,,,,,,,
Department of Veterans Affairs,InterAgency 21st Century Veterans Interoperability,2012,2017,2023,29.913,0,0.01,0.01,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Bar Code Expansion(BCE),2010,2015,2102,21.693,0,8.188884,8.188884,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century CAPRI,2011,2012,632,5.094378,4.1,2.640574,2.532324,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2011,2014,1308,19.42,-4.99,7.102164,7.456649,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2010,2014,1602,204.286,30.78,34.952687,24.194589,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2011,2014,897,11.947,0,4.846998,4.846998,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2010,2012,973,2.325,0,1.998856,1.998856,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2010,2012,989,16.867,0,9.029833,9.029833,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2011,2017,2283,49.94,33.61,9.94,6.599346,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2010,2012,991,15.25,0,10.764566,10.764566,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2011,2012,595,5.101,-12.42,2.28005,2.563318,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2011,2012,611,48.61,39.28,3.91,2.374144,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2011,2013,660,16.845,27.25,2.95118,2.146989,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2011,2014,1206,23.767668,0,0.885,0.885,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2011,2014,1006,2.043462,0,0.074,0.074,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2011,2016,1981,20.914,0,4.59,4.59,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2011,2015,1543,2.297604,0,1.6,1.6,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2009,2013,1337,17.883,0,1,1,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Development Core,2012,2014,1001,4.35,0,0.435,0.435,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century Laboratory,2009,2016,2731,337.672,2.22,15.3,14.961095,,,,,,,,,
Department of Veterans Affairs,Medical 21st Century MyHealtheVet,2010,2012,998,9.462,0,2.55,2.55,,,,,,,,,
